x,T,thermo:psi,rho,thermo:mu,thermo:alpha,thermo:as,thermo:Z,Cp,he
7.37131e-05,109.11,1.00601e-05,716.783,7.60539e-05,4.00865e-05,452.073,0.202381,2432.74,-360954
7.42129e-05,109.24,1.01002e-05,715.61,7.56314e-05,3.98452e-05,450.942,0.202471,2437.76,-360637
7.47126e-05,109.37,1.01407e-05,714.432,7.52114e-05,3.96044e-05,449.812,0.202564,2442.82,-360320
7.52124e-05,109.5,1.01814e-05,713.251,7.47939e-05,3.9364e-05,448.682,0.202659,2447.93,-360002
7.57121e-05,109.63,1.02224e-05,712.065,7.4379e-05,3.91239e-05,447.552,0.202755,2453.09,-359683
7.62119e-05,109.76,1.02636e-05,710.876,7.39666e-05,3.88842e-05,446.423,0.202854,2458.31,-359364
7.67116e-05,109.89,1.03052e-05,709.682,7.35567e-05,3.8645e-05,445.295,0.202955,2463.57,-359044
7.72114e-05,110.02,1.0347e-05,708.484,7.31491e-05,3.84061e-05,444.167,0.203058,2468.88,-358724
7.77111e-05,110.15,1.03891e-05,707.282,7.2744e-05,3.81676e-05,443.039,0.203163,2474.25,-358402
7.82109e-05,110.28,1.04315e-05,706.075,7.23413e-05,3.79295e-05,441.912,0.20327,2479.67,-358080
7.87106e-05,110.41,1.04741e-05,704.864,7.1941e-05,3.76918e-05,440.786,0.20338,2485.15,-357758
7.92104e-05,110.54,1.05171e-05,703.649,7.1543e-05,3.74545e-05,439.66,0.203491,2490.68,-357434
7.97101e-05,110.67,1.05603e-05,702.429,7.11473e-05,3.72176e-05,438.534,0.203605,2496.27,-357110
8.02099e-05,110.8,1.06038e-05,701.205,7.07539e-05,3.69811e-05,437.409,0.203721,2501.91,-356785
8.07096e-05,110.93,1.06477e-05,699.976,7.03627e-05,3.6745e-05,436.284,0.20384,2507.62,-356459
8.12094e-05,111.06,1.06918e-05,698.743,6.99739e-05,3.65093e-05,435.159,0.20396,2513.38,-356133
8.17091e-05,111.19,1.07362e-05,697.506,6.95872e-05,3.6274e-05,434.035,0.204084,2519.2,-355806
8.22089e-05,111.32,1.0781e-05,696.263,6.92028e-05,3.60391e-05,432.912,0.204209,2525.08,-355478
8.27086e-05,111.45,1.0826e-05,695.017,6.88205e-05,3.58046e-05,431.788,0.204337,2531.03,-355149
8.32084e-05,111.58,1.08714e-05,693.765,6.84404e-05,3.55705e-05,430.666,0.204467,2537.03,-354820
8.37081e-05,111.71,1.09171e-05,692.509,6.80624e-05,3.53368e-05,429.543,0.204599,2543.1,-354490
8.42079e-05,111.84,1.09631e-05,691.248,6.76865e-05,3.51035e-05,428.421,0.204734,2549.24,-354159
8.47076e-05,111.97,1.10094e-05,689.982,6.73127e-05,3.48706e-05,427.298,0.204872,2555.43,-353827
8.52074e-05,112.1,1.10561e-05,688.712,6.6941e-05,3.46381e-05,426.177,0.205012,2561.7,-353494
8.57071e-05,112.23,1.11031e-05,687.436,6.65713e-05,3.44061e-05,425.055,0.205154,2568.03,-353161
8.62069e-05,112.36,1.11505e-05,686.156,6.62036e-05,3.41744e-05,423.934,0.205299,2574.44,-352827
8.67066e-05,112.49,1.11982e-05,684.871,6.5838e-05,3.39432e-05,422.813,0.205447,2580.91,-352492
8.72064e-05,112.62,1.12462e-05,683.581,6.54743e-05,3.37123e-05,421.692,0.205597,2587.45,-352156
8.77061e-05,112.75,1.12946e-05,682.285,6.51125e-05,3.34819e-05,420.571,0.20575,2594.07,-351819
8.82059e-05,112.88,1.13433e-05,680.985,6.47527e-05,3.32518e-05,419.451,0.205905,2600.76,-351481
8.87056e-05,113.01,1.13924e-05,679.679,6.43948e-05,3.30222e-05,418.331,0.206064,2607.53,-351143
8.92054e-05,113.14,1.14419e-05,678.368,6.40389e-05,3.2793e-05,417.21,0.206225,2614.37,-350803
8.97051e-05,113.27,1.14917e-05,677.052,6.36847e-05,3.25642e-05,416.09,0.206388,2621.29,-350463
9.02049e-05,113.4,1.15419e-05,675.731,6.33324e-05,3.23358e-05,414.97,0.206555,2628.28,-350122
9.07046e-05,113.53,1.15924e-05,674.404,6.2982e-05,3.21078e-05,413.851,0.206724,2635.36,-349780
9.12044e-05,113.66,1.16434e-05,673.072,6.26333e-05,3.18803e-05,412.731,0.206896,2642.52,-349437
9.17041e-05,113.79,1.16947e-05,671.735,6.22865e-05,3.16531e-05,411.611,0.207072,2649.76,-349093
9.22039e-05,113.92,1.17465e-05,670.392,6.19414e-05,3.14264e-05,410.491,0.20725,2657.09,-348748
9.27036e-05,114.05,1.17986e-05,669.043,6.15981e-05,3.12001e-05,409.372,0.207431,2664.5,-348402
9.32034e-05,114.18,1.18511e-05,667.689,6.12565e-05,3.09742e-05,408.252,0.207615,2672,-348055
9.37031e-05,114.31,1.19041e-05,666.329,6.09166e-05,3.07487e-05,407.133,0.207802,2679.59,-347707
9.42029e-05,114.44,1.19574e-05,664.963,6.05784e-05,3.05236e-05,406.013,0.207992,2687.27,-347358
9.47026e-05,114.57,1.20112e-05,663.592,6.02419e-05,3.0299e-05,404.893,0.208185,2695.04,-347008
9.52024e-05,114.7,1.20653e-05,662.215,5.9907e-05,3.00747e-05,403.773,0.208382,2702.9,-346657
9.57021e-05,114.83,1.212e-05,660.831,5.95737e-05,2.98509e-05,402.653,0.208582,2710.86,-346306
9.62019e-05,114.96,1.2175e-05,659.442,5.92421e-05,2.96275e-05,401.533,0.208785,2718.92,-345953
9.67016e-05,115.09,1.22305e-05,658.047,5.8912e-05,2.94045e-05,400.413,0.208991,2727.08,-345599
9.72014e-05,115.22,1.22864e-05,656.646,5.85835e-05,2.91819e-05,399.293,0.209201,2735.34,-345244
9.77011e-05,115.35,1.23428e-05,655.238,5.82566e-05,2.89598e-05,398.172,0.209414,2743.71,-344887
9.82009e-05,115.48,1.23996e-05,653.825,5.79312e-05,2.8738e-05,397.052,0.20963,2752.18,-344530
9.87006e-05,115.61,1.24569e-05,652.405,5.76074e-05,2.85167e-05,395.931,0.20985,2760.75,-344172
9.92004e-05,115.74,1.25147e-05,650.978,5.7285e-05,2.82958e-05,394.81,0.210074,2769.44,-343812
9.97001e-05,115.87,1.25729e-05,649.546,5.69641e-05,2.80753e-05,393.688,0.210301,2778.24,-343452
0.0001002,116,1.26316e-05,648.106,5.66446e-05,2.78553e-05,392.566,0.210532,2787.15,-343090
0.0001007,116.13,1.26908e-05,646.661,5.63267e-05,2.76356e-05,391.444,0.210766,2796.17,-342727
0.000101199,116.26,1.27505e-05,645.208,5.60101e-05,2.74164e-05,390.322,0.211005,2805.32,-342363
0.000101699,116.39,1.28108e-05,643.749,5.5695e-05,2.71976e-05,389.199,0.211247,2814.58,-341998
0.000102199,116.52,1.28715e-05,642.283,5.53812e-05,2.69792e-05,388.076,0.211493,2823.97,-341631
0.000102699,116.65,1.29327e-05,640.811,5.50688e-05,2.67612e-05,386.953,0.211742,2833.48,-341264
0.000103198,116.78,1.29945e-05,639.331,5.47577e-05,2.65437e-05,385.829,0.211996,2843.12,-340895
0.000103698,116.91,1.30568e-05,637.844,5.4448e-05,2.63266e-05,384.705,0.212254,2852.89,-340524
0.000104198,117.04,1.31196e-05,636.35,5.41396e-05,2.61098e-05,383.58,0.212516,2862.8,-340153
0.000104698,117.17,1.3183e-05,634.849,5.38326e-05,2.58936e-05,382.455,0.212782,2872.84,-339780
0.000105197,117.3,1.32469e-05,633.341,5.35268e-05,2.56777e-05,381.329,0.213052,2883.02,-339406
0.000105697,117.43,1.33114e-05,631.825,5.32222e-05,2.54622e-05,380.203,0.213327,2893.35,-339030
0.000106197,117.56,1.33765e-05,630.302,5.29189e-05,2.52472e-05,379.076,0.213606,2903.82,-338654
0.000106697,117.69,1.34421e-05,628.771,5.26169e-05,2.50326e-05,377.948,0.21389,2914.43,-338276
0.000107196,117.82,1.35083e-05,627.233,5.23161e-05,2.48184e-05,376.82,0.214178,2925.2,-337896
0.000107696,117.95,1.35751e-05,625.687,5.20164e-05,2.46046e-05,375.691,0.21447,2936.12,-337515
0.000108196,118.08,1.36426e-05,624.133,5.17179e-05,2.43913e-05,374.562,0.214767,2947.2,-337133
0.000108696,118.21,1.37106e-05,622.571,5.14206e-05,2.41783e-05,373.432,0.215069,2958.45,-336749
0.000109195,118.34,1.37793e-05,621.001,5.11245e-05,2.39658e-05,372.301,0.215376,2969.85,-336363
0.000109695,118.47,1.38486e-05,619.423,5.08294e-05,2.37537e-05,371.169,0.215688,2981.43,-335976
0.000110195,118.6,1.39186e-05,617.837,5.05355e-05,2.3542e-05,370.037,0.216005,2993.18,-335588
0.000110695,118.73,1.39892e-05,616.243,5.02427e-05,2.33308e-05,368.904,0.216327,3005.11,-335198
0.000111194,118.86,1.40604e-05,614.64,4.99509e-05,2.31199e-05,367.77,0.216654,3017.21,-334807
0.000111694,118.99,1.41324e-05,613.028,4.96603e-05,2.29095e-05,366.635,0.216986,3029.51,-334414
0.000112194,119.12,1.4205e-05,611.408,4.93706e-05,2.26995e-05,365.499,0.217323,3041.99,-334019
0.000112694,119.25,1.42784e-05,609.779,4.9082e-05,2.24899e-05,364.362,0.217666,3054.66,-333623
0.000113193,119.38,1.43524e-05,608.141,4.87944e-05,2.22807e-05,363.224,0.218015,3067.54,-333225
0.000113693,119.51,1.44272e-05,606.494,4.85078e-05,2.2072e-05,362.085,0.218369,3080.61,-332825
0.000114193,119.64,1.45027e-05,604.838,4.82222e-05,2.18636e-05,360.946,0.218729,3093.9,-332424
0.000114693,119.77,1.45789e-05,603.172,4.79375e-05,2.16557e-05,359.805,0.219095,3107.4,-332021
0.000115192,119.9,1.46559e-05,601.497,4.76538e-05,2.14482e-05,358.663,0.219467,3121.11,-331616
0.000115692,120.03,1.47336e-05,599.813,4.7371e-05,2.12411e-05,357.519,0.219845,3135.06,-331209
0.000116192,120.16,1.48122e-05,598.119,4.70891e-05,2.10345e-05,356.375,0.220229,3149.23,-330801
0.000116692,120.29,1.48915e-05,596.415,4.68082e-05,2.08282e-05,355.23,0.22062,3163.63,-330390
0.000117191,120.42,1.49716e-05,594.701,4.65281e-05,2.06224e-05,354.083,0.221017,3178.27,-329978
0.000117691,120.55,1.50526e-05,592.977,4.62488e-05,2.0417e-05,352.935,0.22142,3193.16,-329564
0.000118191,120.68,1.51344e-05,591.243,4.59704e-05,2.0212e-05,351.785,0.221831,3208.31,-329148
0.000118691,120.81,1.5217e-05,589.498,4.56929e-05,2.00074e-05,350.634,0.222248,3223.72,-328730
0.00011919,120.94,1.53006e-05,587.743,4.54161e-05,1.98032e-05,349.482,0.222672,3239.39,-328310
0.00011969,121.07,1.53849e-05,585.977,4.51402e-05,1.95995e-05,348.328,0.223103,3255.34,-327888
0.00012019,121.2,1.54702e-05,584.2,4.4865e-05,1.93961e-05,347.173,0.223542,3271.56,-327463
0.00012069,121.33,1.55564e-05,582.412,4.45906e-05,1.91932e-05,346.017,0.223988,3288.08,-327037
0.000121189,121.46,1.56436e-05,580.613,4.43169e-05,1.89907e-05,344.859,0.224441,3304.89,-326608
